F9-054;54;11 May 2018 20:14;F9 B5 B1046.1;Kennedy , LC‑39A;Bangabandhu-1;3,600 kg (7,900 lb);GTO;Thales-Alenia / BTRC;Success;Success (drone ship);First  Block 5 launch vehicle booster to fly. Initially planned for an Ariane 5 launch in December 2017, it became the first Bangladeshi commercial satellite,  BRAC Onnesha is a cubesat built by Thales Alenia Space . It is intended to serve telecom services from 119.0° east with a lifetime of 15 years. It was the 25th successfully recovered first stage booster.;
F9-055;55;22 May 2018 19:47;F9 B4 B1043.2;Vandenberg , SLC‑4E;Iridium NEXT -6 (5 satellites)  GRACE-FO × 2;6,460 kg (14,240 lb);Polar  LEO;Iridium Communications  GFZ • NASA;Success;No attempt;Sixth Iridium NEXT mission launching 5 satellites used the refurbished booster from Zuma. GFZ arranged a rideshare of GRACE-FO on a Falcon 9 with Iridium following the cancellation of their  Dnepr launch contract in 2015. Iridium CEO Matt Desch disclosed in September 2017, that GRACE-FO would be launched on this mission. The booster reuse turnaround was a record 4.5 months between flights.;
F9-056;56;4 June 2018 04:45;F9 B4 B1040.2;Cape Canaveral , SLC‑40;SES-12;5,384 kg (11,870 lb);GTO;SES;Success;No attempt;The communications satellite serving the Middle East and the Asia-Pacific region at the same place as  SES-8 , and was the largest satellite built for SES. The Block 4 first stage was expended, while the second stage was a Block 5 version, delivering more power towards a higher supersynchronous transfer orbit with 58,000 km (36,000 mi) apogee.;
F9-057;57;29 June 2018 09:42;F9 B4 B1045.2;Cape Canaveral , SLC‑40;SpaceX CRS-15 (Dragon C111.2);2,697 kg (5,946 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;No attempt;Payload included  MISSE-FF 2 , ECOSTRESS , a Latching End Effector , and Birds-2 payloads. The refurbished booster featured a record 2.5 months period turnaround from its original launch of TESS, a record held until February 2020, with the Starlink L4 mission. The fastest previous was 4.5 months. This was the last flight of a Block 4 booster, which was expended into the Atlantic Ocean without landing legs and grid fins.;
F9-058;58;22 July 2018 05:50;F9 B5  B1047.1;Cape Canaveral , SLC‑40;Telstar 19V;7,075 kg (15,598 lb);GTO;Telesat;Success;Success (drone ship);SSL -manufactured communications satellite intended to be placed at 63.0° west over the Americas, replacing Telstar 14R. At 7,075 kg (15,598 lb), it became the heaviest commercial communications satellite so far launched. This necessitated that the satellite be launched into a lower-energy orbit than a usual GTO, with its initial apogee at roughly 17,900 km (11,100 mi).;
F9-059;59;25 July 2018 11:39;F9 B5 B1048 .1;Vandenberg , SLC‑4E;Iridium NEXT -7 (10 satellites);9,600 kg (21,200 lb);Polar  LEO;Iridium Communications;Success;Success (drone ship);Seventh Iridium NEXT launch, with 10 communication satellites. The booster landed safely on the drone ship in the worst weather conditions for any landing yet attempted.  Mr. Steven boat with an upgraded 4x size net was used to attempt fairing recovery but failed due to harsh weather.;
F9-060;60;7 August 2018 05:18;F9 B5 B1046.2;Cape Canaveral , SLC‑40;Merah Putih (formerly Telkom-4);5,800 kg (12,800 lb);GTO;Telkom Indonesia;Success;Success (drone ship);Indonesian comsat intended to replace the aging  Telkom-1 at 108.0° East. First reflight of a Block 5-version booster.;
F9-061;61;10 September 2018 04:45;F9 B5  B1049.1;Cape Canaveral , SLC‑40;Telstar 18V / Apstar -5C;7,060 kg (15,560 lb);GTO;Telesat;Success;Success (drone ship);Condosat for 138.0° East over Asia and Pacific. Delivered to a GTO orbit with apogee close to 18,000 km (11,000 mi).;
F9-062;62;8 October 2018 02:22;F9 B5 B1048.2;Vandenberg , SLC‑4E;SAOCOM 1A;3,000 kg (6,600 lb);SSO;CONAE;Success;Success (ground pad);Argentinian Earth-observation satellite was originally intended to be launched in 2012. First landing on the West Coast ground pad called SpaceX Landing Zone 4 .;
F9-063;63;15 November 2018 20:46;F9 B5 B1047.2;Kennedy , LC‑39A;Es'hail 2;5,300 kg (11,700 lb);GTO;Es'hailSat;Success;Success (drone ship);Qatari comsat positioned at 26.0° east. This launch used redesigned COPVs . This was to meet NASA safety requirements for commercial crew missions, in response to the September 2016, pad explosion.;
F9-064;64;3 December 2018 18:34:05;F9 B5  B1046.2  (SHERPA);Vandenberg , SLC‑4E;SSO-A ( SmallSat Express );~4,000 kg (8,800 lb);SSO;Spaceflight Industries;Success;Success (drone ship);Rideshare mission where two SHERPA  dispensers deployed 64 small satellites, including Eu:CROPIS for the German DLR , HIBER-2 for the Dutch Hiber Global, ITASAT-1 for the Brazilian Instituto Tecnológico de Aeronáutica , two high-resolution SkySat imaging satellites for Planet Labs , and two high school CubeSats part of NASA's ELaNa 24 . This was the first time a booster was used for a third flight.;
F9-065;65;5 December 2018 18:16;F9 B5  B1050;Cape Canaveral , SLC‑40;SpaceX CRS-16 (Dragon C112.2);2,500 kg (5,500 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Failure (ground pad);First CRS mission with the Falcon 9 Block 5. This carried the  Global Ecosystem Dynamics Investigation lidar (GEDI) as an external payload. The mission was delayed by one day due to moldy rodent food for one of the experiments on the Space Station. A previously flown Dragon spacecraft was used for the mission. The booster, in use for the first time, experienced a grid fin hydraulic pump stall on reentry, which caused it to spin out of control and touchdown at sea, heavily damaging the interstage section; this was the first failed landing targeted for a ground pad.;
F9-066;66;23 December 2018 13:51;F9 B5  B1054;Cape Canaveral , SLC‑40;GPS III - 01 ( Vespucci );4,400 kg (9,700 lb);MEO;USAF;Success;No attempt;Initially planned for a Delta IV launch, this was SpaceX's first launch of an EELV -class payload. There was no attempt to recover the first-stage booster for reuse due to the customer's requirements, including a high inclination orbit of 55.0°. Nicknamed Vespucci , the USAF marked the satellite operational on 1 January 2020, under the label SVN 74.;
F9-067;67;11 January 2019 15:31;F9 B5 B1049.2;Vandenberg , SLC‑4E;Iridium NEXT -8 (10 satellites);9,600 kg (21,200 lb);Polar  LEO;Iridium Communications;Success;Success (drone ship);Final launch of the Iridium NEXT contract, launching 10 satellites.;
F9-068;68;22 February 2019 01:45;F9 B5 B1048.3;Cape Canaveral , SLC‑40;Nusantara Satu (PSN-6)  Beresheet Moon lander  S5;4,850 kg (10,690 lb);GTO;PSN  SpaceIL / IAI  Air Force Research;Success;Success (drone ship);Nusantara Satu is a private Indonesian comsat planned to be located at 146.0° east, with a launch mass of 4,100 kg (9,000 lb), and featuring electric propulsion for orbit-raising and station-keeping. S5, a 60-kg smallsat by the Air Force Research Laboratory (AFRL), was piggybacked on Nusantara Satu , and was deployed near its GEO position to perform a classified space situational awareness mission. This launch opportunity was brokered by Spaceflight Industries as "GTO-1".  The Beresheet Moon lander (initially called Sparrow ) was one of the candidates for the Google Lunar X-Prize , whose developers SpaceIL had secured a launch contract with Spaceflight Industries in October 2015. Its launch mass was 585 kg (1,290 lb) including fuel. After separating into a supersynchronous transfer orbit with an apogee of 69,400 km (43,100 mi),  Beresheet raised its orbit by its own power over two months and flew to the Moon. After successfully getting into lunar orbit, Beresheet attempted to land on the Moon on 11 April 2019, but failed.;
F9-069;69;2 March 2019 07:49;F9 B5  B1051.1;Kennedy , LC‑39A;Crew Dragon Demo-1 (Dragon C204);12,055 kg (26,577 lb);LEO ( ISS );NASA ( CCD );Success;Success (drone ship);First flight of the SpaceX  Crew Dragon . This was the first demonstration flight for the NASA Commercial Crew Program which awarded SpaceX a contract in September 2014, with flights hoped as early as 2015. The Dragon performed an autonomous docking to the ISS 27 hours after launch with the hatch being opened roughly 2 hours later. The vehicle spent nearly a week docked to the ISS to test critical functions. It undocked roughly a week later on 8 March 2019, and splashed down six hours later at 13:45. The Dragon used on this flight was scheduled to fly on the inflight abort test in mid-2019, but was destroyed during testing. The booster B1051.1 replaced B1050 and flew again on 12 June 2019.;
FH-002;FH 2;11 April 2019 22:35;Falcon Heavy B5 B1055  (core) | B1052.1  (side) | B1053.1  (side);Kennedy , LC‑39A;Arabsat-6A;6,465 kg (14,253 lb);GTO;Arabsat;Success;Partial failure (drone ship) | Success (ground pad) | Success (ground pad);Second flight of  Falcon Heavy , the first commercial flight, and the first one using Block 5 boosters. SpaceX successfully landed the side boosters at Landing Zone 1 and LZ 2 and reused the side boosters later for the STP-2 mission. The central core landed on drone ship  Of Course I Still Love You , located 967 km (601 mi) downrange, the furthest successful sea landing so far. Despite the initially successful landing, due to rough seas and the fact that the Octagrabber had not been configured to grab the central core of a Falcon Heavy, the central core was unable to be secured to the deck for recovery and later tipped overboard in transit. SpaceX has since developed new attachment fixtures for the Octagrabber so this problem won't happen again. SpaceX recovered the fairing from this launch and later reused it in the November 2019, Starlink launch.  Arabsat-6A , a 6,465 kg (14,253 lb) Saudi satellite, is the most advanced commercial communications satellite so far built by Lockheed Martin . The Falcon Heavy delivered the Arabsat-6A into a supersynchronous transfer orbit with 90,000 km (56,000 mi) apogee with an inclination of 23.0° to the equator .;
F9-070;70;4 May 2019 06:48;F9 B5  B1056.1;Cape Canaveral , SLC‑40;SpaceX CRS-17 (Dragon C113.2);2,495 kg (5,501 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (drone ship);A  Commercial Resupply Service mission to the International Space Station carrying nearly 2.5 tons of cargo including the Orbiting Carbon Observatory-3 as an external payload. Originally planned to land at Landing Zone 1, the landing was moved to the drone ship after a Dragon 2 had an anomaly during testing at LZ-1.;
F9-071;71;24 May 2019 02:30;F9 B5 B1049.2;Cape Canaveral , SLC‑40;Starlink v0.9 (60 satellites);13,620 kg (30,030 lb);LEO;SpaceX;Success;Success (drone ship);Following the launch of the two Tintin test satellites, this was the first full-scale test launch of the Starlink constellation, launching "production design" satellites. Each Starlink satellite has a mass of 227 kg (500 lb), and the combined launch mass was 13,620 kg (30,030 lb) the heaviest payload launched by SpaceX at that time. The fairings were recovered and reused for Starlink L5 in March 2020. These are the first commercial satellites to use krypton as fuel for their ion thrusters , which is cheaper than the usual xenon fuel.;
F9-072;72;12 June 2019 14:17;F9 B5 B1051.2;Vandenberg , SLC‑4E;RADARSAT Constellation (3 satellites);4,200 kg (9,300 lb);SSO;Canadian Space Agency (CSA);Success;Success (ground pad);A trio of satellites built for Canada's RADARSAT program were launched that plan to replace the aging  Radarsat-1 and Radarsat-2 . The new satellites contain Automated Identification System (AIS) for locating ships and provide the world's most advanced, comprehensive method of maintaining Arctic sovereignty, conducting coastal surveillance, and ensuring maritime security. The mission was originally scheduled to lift off in February but due to the landing failure of booster B1050 , this flight was switched to B1051 (used on Crew Dragon Demo-1 ) and delayed to allow refurbishment and transport to the West coast. The booster landed safely through fog. A payload cost of $706 million CAD (around US$550 million) made this one of SpaceX's most expensive payloads launched at that time.;
FH-003;FH 3;25 June 2019 06:30;Falcon Heavy B5 B1057  (core) | B1052.2  (side) | B1053.2  (side);Kennedy , LC‑39A;Space Test Program Flight 2 (STP-2);3,700 kg (8,200 lb);LEO / MEO;USAF;Success;Failure (drone ship) | Success (ground pad) | Success (ground pad);USAF  Space Test Program Flight 2 (STP-2) carried 24 small satellites, including: FormoSat -7 A/B/C/D/E/F integrated using EELV Secondary Payload Adapter ,  DSX , Prox-1  GPIM ,  DSAC ,  ISAT , SET,  COSMIC-2 , Oculus-ASR, OBT, NPSat, and several CubeSats including E-TBEx,  LightSail 2 , TEPCE, PSAT, and three ELaNa 15 CubeSats. Total payload mass was 3,700 kg (8,200 lb). The mission lasted six hours during which the second stage ignited four times and went into different orbits to deploy satellites including a "propulsive passivation maneuver".  Third flight of Falcon Heavy. The side boosters from the Arabsat-6A mission just 2.5 months before were reused on this flight and successfully returned to LZ-1 and LZ-2. The center core, in use for the first time, underwent the most energetic reentry attempted by SpaceX, and attempted a landing over 1,200 km (750 mi) downrange, 30% further than any previous landing. This core suffered a thrust vector control failure in the center engine caused by a breach in the engine bay due to the extreme heat. The core thus failed its landing attempt on the drone ship Of Course I Still Love You due to lack of control when the outer engines shut down. For the first time, one fairing half was successfully landed on the catch-net of the support ship GO Ms. Tree (formerly Mr. Steven ).;
F9-073;73;25 July 2019 22:01;F9 B5 B1056.2;Cape Canaveral , SLC‑40;SpaceX CRS-18 ( Dragon C108 .3);2,268 kg (5,000 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (ground pad);This launch carried nearly 9,000 individual unique payloads including over one ton of science experiments, the most so far launched on a  SpaceX Dragon . The third International Docking Adapter (IDA-3), a replacement for the first IDA lost during the CRS-7 launch anomaly, was one of the external payloads on this mission. Along with food and science, the Dragon also carried the ELaNa 27 RFTSat CubeSat and MakerSat-1 which will be used to demonstrate microgravity additive manufacturing. The satellite is expected to be launched by a Cygnus dispenser later in July 2019. The booster used on this flight was the same used on CRS-17 earlier in the year; originally, it was planned to reuse it again for the CRS-19 mission later this year, but the plan was scrapped. For the first time, the twice flown Dragon spacecraft also made a third flight. Also used for the first time was a gray-band painted where the RP-1 kerosene tank is located, known as Falcon long coast mission-extension kit, to help with thermal conductivity and thus saving fuel during long coasts.;
F9-074;74;6 August 2019 23:23;F9 B5 B1047.2;Cape Canaveral , SLC‑40;AMOS-17;6,500 kg (14,300 lb);GTO;Spacecom;Success;No attempt;AMOS-17 is the most advanced high-throughput satellite to provide satellite communication services to Africa. Following the loss of AMOS-6 in September 2016, Spacecom was granted a free launch in compensation for the lost satellite. Due to the free launch, Spacecom was able to expend the booster with no extra cost that comes with expending a booster, and thus could reach final orbit quicker. This booster became the second Block 5 booster to be expended. For the second time, Ms. Tree managed to catch a fairing half directly into its net.;
F9-075;75;11 November 2019 14:56;F9 B5 B1048.4;Cape Canaveral , SLC‑40;Starlink 1 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Second large batch of Starlink satellites and the first operational mission of the constellation, it launched in a roughly 290 km (180 mi) orbit at an inclination of 53.0°. At 15,600 kg (34,400 lb), it is the heaviest payload so far launched by SpaceX, breaking the record set by the Starlink v0.9 flight earlier that year. This flight marked the first time that a Falcon 9 booster made a fourth flight and landing. This was also the first time that a Falcon 9 re-used fairings (from ArabSat-6A in April 2019). It was planned to recover the fairings with both Ms. Tree and Ms. Chief but the plan was abandoned due to rough seas.;
F9-076;76;5 December 2019 17:29;F9 B5  B1059.1;Cape Canaveral , SLC‑40;SpaceX CRS-19 (Dragon C106.3);2,617 kg (5,769 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (drone ship);Second re-supply flight to use a Cargo Dragon for the third time. This flight carried Robotic Tool Stowage (RiTS), a docking station that allows equipment that looks for leaks on the Space Station be stored on the outside. Also on board were upgrades for the Cold Atom Laboratory (CAL) . Onboard experiments include the testing of the spread of fire in space, mating barley in microgravity and experiments to test muscle and bone growth in microgravity. Secondary payloads include the Hyperspectral Imager Suite (HISUI), an experiment to image high resolution across all colours of the light spectrum, allowing for imaging of soil, rocks, vegetation, snow, ice and man-made objects. Additionally, there were three CubeSats from NASA's ELaNa 28 mission, including the AztechSat-1 satellite built by students in Mexico.;
F9-077;77;17 December 2019 00:10;F9 B5 B1056.2;Cape Canaveral , SLC‑40;JCSat-18 / Kacific 1;6,956 kg (15,335 lb);GTO;Sky Perfect JSAT Kacific 1;Success;Success (drone ship);Singaporean-Japanese  CondoSat that will cover the Asia-Pacific region. Due to the heavy weight of the payload, it was injected into a lower energy sub-synchronous orbit of 20,000 km (12,000 mi); the satellite itself will transfer to full GTO. This was the third Falcon 9 launch for JSAT and the previous two were in 2016. SpaceX successfully landed B1056.3 but both fairing halves missed the recovery boats Ms. Tree and Ms. Chief.;
F9-078;78;7 January 2020 02:19:21;F9 B5 B1049.4;Cape Canaveral , SLC‑40;Starlink 2 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Third large batch and second operational flight of Starlink constellation. One of the 60 satellites included a test coating to make the satellite less reflective, and thus less likely to interfere with ground-based astronomical observations.;
F9-079;79;19 January 2020 15:30;F9 B5 B1046 .4;Kennedy , LC‑39A;Crew Dragon in-flight abort test (Dragon C205.1);12,050 kg (26,570 lb);Sub-orbital;NASA ( CTS );Successful simulated failure;No attempt;An atmospheric test of the  Dragon 2 abort system after Max Q . The capsule fired its SuperDraco engines, reached an apogee of 40 km (25 mi), deployed parachutes, and splashed down in the ocean 31 km (19 mi) downrange from the launch site. The test was previously slated to be accomplished with the Crew Dragon Demo-1 capsule; but that test article exploded during a ground test of SuperDraco engines on 20 April 2019. The abort test used the capsule originally intended for the first crewed flight. As expected, the booster was destroyed by aerodynamic forces after the capsule aborted. First flight of a Falcon 9 with only one functional stage — the second stage had a mass simulator in place of its engine.;
F9-080;80;29 January 2020 14:07;F9 B5 B1051.3;Cape Canaveral , SLC‑40;Starlink 3 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Third operational and fourth large batch of Starlink satellites, deployed in a circular 290 km (180 mi) orbit. One of the fairing halves was caught, while the other was fished out of the ocean.;
F9-081;81;17 February 2020 15:05;F9 B5 B1056.4;Cape Canaveral , SLC‑40;Starlink 4 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Failure (drone ship);Fourth operational and fifth large batch of Starlink satellites. Used a new flight profile which deployed into a 212 km × 386 km (132 mi × 240 mi) elliptical orbit instead of launching into a circular orbit and firing the second stage engine twice. The first stage booster failed to land on the drone ship due to incorrect wind data. This was the first time a flight proven booster failed to land.;
F9-082;82;7 March 2020 04:50;F9 B5 B1059.2;Cape Canaveral , SLC‑40;SpaceX CRS-20 (Dragon C112.3);1,977 kg (4,359 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (ground pad);Last launch of phase 1 of the CRS contract. Carries  Bartolomeo , an ESA platform for hosting external payloads onto ISS. Originally scheduled to launch on 2 March 2020, the launch date was pushed back due to a second stage engine failure. SpaceX decided to swap out the second stage instead of replacing the faulty part. It was SpaceX's third flight of the Dragon C112 and the last launch of the Cargo Dragon spacecraft.;
F9-083;83;18 March 2020 12:16;F9 B5 B1048.5;Kennedy , LC‑39A;Starlink 5 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Failure (drone ship);Fifth operational launch of Starlink satellites. It was the first time a first stage booster flew for a fifth time and the second time the fairings were reused (Starlink flight in May 2019). Towards the end of the first stage burn, the booster suffered premature shut down of an engine, the first of a Merlin 1D variant and first since the CRS-1 mission in October 2012. However, the payload still reached the targeted orbit. This was the second Starlink launch booster landing failure in a row, later revealed to be caused by residual cleaning fluid trapped inside a sensor.;
F9-084;84;22 April 2020 19:30;F9 B5 B1051 .4;Kennedy , LC‑39A;Starlink 6 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Sixth operational launch of Starlink satellites. The 84th flight of the Falcon 9 rocket, it surpassed  Atlas V to become the most-flown operational US rocket. Used fairings launched on AMOS-17 (August 2019).;
F9-085;85;30 May 2020 19:22;F9 B5  B1058.1;Kennedy , LC‑39A;Crew Dragon Demo-2 ( Crew Dragon C206.1 Endeavour );12,530 kg (27,620 lb);LEO ( ISS );NASA ( CCDev );Success;Success (drone ship);First crewed orbital spaceflight from American soil since Space Shuttle  STS-135 in July 2011, carrying NASA astronauts Bob Behnken and Doug Hurley to the International Space Station . The SpaceX live stream was peaked at 4.1 million viewers, while NASA estimated roughly 10 million people watched on various online platforms, and approximately 150,000 people gathered on Florida's space coast despite the risks of the COVID-19 pandemic .;
F9-086;86;4 June 2020 01:25;F9 B5 B1049.5;Cape Canaveral , SLC‑40;Starlink 7 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Seventh operational launch of Starlink satellites, occurred on the 10th anniversary of the first Falcon 9 flight. Included "VisorSat" satellite test that uses a sunshade to limit reflectivity. First booster to successfully land five times, and first to land on Just Read The Instructions since it was moved to the East Coast .;
F9-087;87;13 June 2020 09:21;F9 B5 B1059.3;Cape Canaveral , SLC‑40;Starlink 8 v1.0 (58 satellites), SkySats -16, -17, -18;15,410 kg (33,970 lb);LEO;SpaceX Planet Labs;Success;Success (drone ship);Eighth operational launch of Starlink satellites, included the first  rideshare in SpaceX's SmallSat Program , of three SkySat satellites. One payload fairing half launched on JCSat-18 / Kacific 1 mission in December 2019. The other payload fairing half flew on Starlink 2 v1.0 in January 2020. For the first time, SpaceX did not perform a static fire before launch.;
F9-088;88;30 June 2020 20:10:46;F9 B5  B1060.1;Cape Canaveral , SLC‑40;GPS III - 03 ( Matthew Henson );4,311 kg (9,504 lb);MEO;U.S. Space Force;Success;Success (drone ship);Payload manufacturing contract awarded January 2012, fully assembled in August 2017, and completed thermal vacuum testing in June 2018. Launch contract was awarded initially for US$96.5 million, but later, this was discounted in exchange for allowing to launch configuration enabling booster recovery. The vehicle nicknamed Columbus was transported to Florida in February 2020, but launch was delayed by the customer from April 2020, due to the COVID-19 pandemic. The launch was dedicated to the memory of the recently deceased, late commander of the 21st Space Wing , Colonel Thomas G. Falzarano, and after launch, in October 2020, the nickname was changed to that of the Arctic explorer Matthew Henson . For second time, the second stage featured a gray banded Falcon long coast mission-extension kit, to allow more heat to be absorbed during the longer coasting period, while both fairings were recovered out of the water without attempting a catch in the net.;
F9-089;89;20 July 2020 21:30;F9 B5 B1058.2;Cape Canaveral , SLC‑40;ANASIS-II;5,000–6,000 kg (11,000–13,000 lb);GTO;Republic of Korea Army;Success;Success (drone ship);At 5–6 tonnes, the satellite formerly known as  K-Milsat-1 is South Korea's first dedicated military satellite. Contracted by South Korea's Defense Acquisition Program Administration in 2014. 57th successful recovery of a Falcon 9 first stage. For the first time both fairing halves were also successfully caught by fairing catching ships . This launch featured a booster reflight within 51 days, a new record turnaround time for a Falcon booster. It was the same booster that launched the Crew Dragon Demo-2 spacecraft on 30 May 2020. The satellite was delivered to a super-synchronous transfer orbit of 211 km × 45,454 km (131 mi × 28,244 mi), while both fairing halves were caught in the catch nets of the supports ships.;
F9-090;90;7 August 2020 05:12;F9 B5 B1051 .5;Kennedy , LC‑39A;Starlink 9 v1.0 (57 Satellites), SXRS-1 (BlackSky Global 7 and 8);14,932 kg (32,919 lb);LEO;SpaceX Spaceflight Industries (BlackSky);Success;Success (drone ship);Ninth operational launch of Starlink satellites. This mission carried 57 Starlink satellites and two  BlackSky satellites as rideshare. This first rideshare contracted with Spaceflight Industries was dubbed internally as "SXRS-1". After previously testing on a single Starlink, the launch will have all 57 satellites include a "VisorSat" to reduce their brightness.;
F9-091;91;18 August 2020 14:31;F9 B5 B1049.6;Cape Canaveral , SLC‑40;Starlink 10 v1.0 (58 satellites) SkySat -19, -20, -21;~15,440 kg (34,040 lb);LEO;SpaceX Planet Labs;Success;Success (drone ship);Tenth operational launch of Starlink satellites. Starlink flight including three  SkySat rideshare satellites. First time a booster made a 6th flight. The fairings previously flew on Starlink 3 v1.0. One fairing half was caught by Go Ms. Tree , the other was scooped out of the ocean.;
F9-092;92;30 August 2020 23:18;F9 B5 B1059.4;Cape Canaveral , SLC‑40;SAOCOM 1B GNOMES 1 Tyvak -0172;3,130 kg (6,900 lb);SSO;CONAE PlanetIQ Tyvak;Success;Success (ground pad);The 100th launch in SpaceX's history, first time a commercial launch on a fourth launch of a booster, it deployed Earth-observing satellites built by Argentina's space agency CONAE and two rideshares. SpaceX was contracted in 2009 for an initial launch as early as 2013. Originally planned for launch from Vandenberg but launched from Cape Canaveral, which made it the first flight from there using the southern corridor to a polar orbit since 1969.;
F9-093;93;3 September 2020 12:46:14;F9 B5 B1060.2;Kennedy , LC‑39A;Starlink 11 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Eleventh operational launch of Starlink satellites, bringing the total to 713 launched Starlink satellites.;
F9-094;94;6 October 2020 11:29:34;F9 B5 B1058.3;Kennedy , LC‑39A;Starlink 12 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Twelfth operational launch of Starlink satellites, which for the first time used a fairing half on its third launch. Also, the B1058 holds the title for the shortest time a booster reached 3 flights which is 129 days beating B1046 by 77 days.;
F9-095;95;18 October 2020 12:25:57;F9 B5 B1051.6;Kennedy , LC‑39A;Starlink 13 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Thirteenth operational launch of Starlink satellites. Second time a booster was flown six times and first time both fairing halves were flown a third time. Both fairing halves landed on their respective ships but one fairing broke the net on Ms Tree.;
F9-096;96;24 October 2020 15:31:34;F9 B5 B1060.3;Cape Canaveral , SLC‑40;Starlink 14 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);Fourteenth operational launch of Starlink satellites and the 100th successful launch of a Falcon vehicle.;
F9-097;97;5 November 2020 23:24:23;F9 B5  B1062.1;Cape Canaveral , SLC‑40;GPS III - 04 ( Sacagawea );4,311 kg (9,504 lb);MEO;USSF;Success;Success (drone ship);Manufacturing contract awarded in January 2012, underwent thermal vacuum testing in December 2018, while the launch contract was awarded in March 2018. A launch attempt on 3 October 2020, was aborted two seconds before liftoff due to early start in two engines. Following the abort, two engines from B1062 were sent for further testing. The abort also caused delays to the Crew-1 launch to allow time for data review.;
F9-098;98;16 November 2020 00:27;F9 B5  B1061.1;Kennedy , LC‑39A;Crew-1 ( Crew Dragon C207.1 Resilience );~12,500 kg (27,600 lb);LEO ( ISS );NASA ( CCP );Success;Success (drone ship);First crew rotation of the commercial crew program, following the return in August of the crewed test flight mission  Crew Demo 2 . Originally designated "USCV-1" by NASA. Carried astronauts Victor Glover , Mike Hopkins , Shannon Walker and Soichi Noguchi , for a 6-month stay aboard the ISS, during which the Boeing Starliner  OFT flight launched but was unable to dock as expected. The first flight of the crew program was initially expected to launch in 2017, and finished final certifications in November 2020.;
F9-099;99;21 November 2020 17:17:08;F9 B5  B1063.1;Vandenberg , SLC‑4E;Sentinel-6 Michael Freilich (Jason-CS A);1,192 kg (2,628 lb);LEO;NASA / NOAA / ESA / EUMETSAT;Success;Success (ground pad);Named after the former director of NASA's Earth science program, it is a radar altimeter satellite part of the  Ocean Surface Topography constellation located at 1,336 km (830 mi) and 66° inclination , and a follow-up to Jason 3 as a partnership between the United States ( NOAA and NASA ), Europe ( EUMETSAT , ESA , CNES ).;
F9-100;100;25 November 2020 02:13;F9 B5 B1049.7;Cape Canaveral , SLC‑40;Starlink 15 v1.0 (60 satellites);15,600 kg (34,400 lb);LEO;SpaceX;Success;Success (drone ship);First time a booster was launched for a seventh time and first time SpaceX completed four launches in a single month.;
F9-101;101;6 December 2020 16:17:08;F9 B5 B1058.4;Kennedy , LC‑39A;SpaceX CRS-21 ( Dragon C208.1 );2,972 kg (6,552 lb) (excl. Dragon mass);LEO ( ISS );NASA ( CRS );Success;Success (drone ship);First launch of  phase 2 of the CRS contract of six launches awarded in January 2016. It was the first launch of the upgraded version Cargo Dragon 2 spacecraft, with increased payload capacity and autonomous docking to the ISS. Payloads included Nanoracks Bishop Airlock and CFIG-1 (Cool Flames Investigation with Gases). It's also the 100th successful Falcon 9 launch.;
F9-102;102;13 December 2020 17:30:00;F9 B5 B1051.7;Cape Canaveral , SLC‑40;SXM-7;7,000 kg (15,000 lb);GTO;Sirius XM;Success;Success (drone ship);Launched the largest, high-power broadcasting satellite for SiriusXM's  digital audio radio service (DARS). SXM-7 was built by Maxar Technologies ; intended to operate in the S-band spectrum, it will replace the SXM-3 satellite. The satellite will deliver the highest power density of any commercial satellite on-orbit, generate more than 20 kW of power, and have a large unfoldable antenna reflector, which enables broadcast to radios without the need for large dish-type antennas on the ground. Due to the heavy weight, the payload was injected into a sub-synchronous orbit of 224 km × 19,411 km (139 mi × 12,061 mi) and the satellite itself will transfer to full GTO. It was the first time a commercial primary payload flew on a booster which had been flown more than 4 times before. First dedicated customer launch where the fairings were previously used.;
